num_date_time,answer
2_20220825 14,2575.17
2_20220825 15,2336.8582
2_20220825 16,2424.4922
2_20220825 17,2308.102
2_20220825 18,2265.0503
2_20220825 19,2159.1858
2_20220825 20,1883.5808
2_20220825 21,1642.668
2_20220825 22,1265.8336
2_20220825 23,1252.0804
2_20220826 00,1275.9103
2_20220826 01,1152.4912
2_20220826 02,1227.1229
2_20220826 03,1161.3674
2_20220826 04,1161.3674
2_20220826 05,1089.496
2_20220826 06,1207.1915
2_20220826 07,1486.0841
2_20220826 08,2131.0935
2_20220826 09,2187.6855
2_20220826 10,2314.5527
2_20220826 11,2302.2686
2_20220826 12,2477.2954
2_20220826 13,2479.392
2_20220826 14,2464.363
2_20220826 15,2486.7747
2_20220826 16,2491.2812
2_20220826 17,2352.334
2_20220826 18,2276.5933
2_20220826 19,2180.2131
2_20220826 20,1868.5671
2_20220826 21,1625.5947
2_20220826 22,1294.9255
2_20220826 23,1218.4137
2_20220827 00,1256.0275
2_20220827 01,1184.4332
2_20220827 02,1160.8016
2_20220827 03,1213.3693
2_20220827 04,1163.0642
2_20220827 05,1038.5023
2_20220827 06,1147.6466
2_20220827 07,1459.5956
2_20220827 08,1860.4436
2_20220827 09,2006.7693
2_20220827 10,2190.4524
2_20220827 11,2171.9585
2_20220827 12,2196.0466
2_20220827 13,2168.5142
2_20220827 14,2179.8877
2_20220827 15,2183.6821
2_20220827 16,2174.2832
2_20220827 17,2054.0127
2_20220827 18,1984.4774
2_20220827 19,1929.5476
2_20220827 20,1666.754
2_20220827 21,1473.134
2_20220827 22,1094.5626
2_20220827 23,1010.3519
2_20220828 00,1102.3405
2_20220828 01,987.17206
2_20220828 02,1086.5793
2_20220828 03,1085.7362
2_20220828 04,1000.3718
2_20220828 05,1038.2877
2_20220828 06,1061.0055
2_20220828 07,1284.5343
2_20220828 08,1911.6288
2_20220828 09,2101.628
2_20220828 10,2185.99
2_20220828 11,2146.0876
2_20220828 12,2229.6108
2_20220828 13,2296.3406
2_20220828 14,2297.9265
2_20220828 15,2293.2725
2_20220828 16,2301.1123
2_20220828 17,2193.448
2_20220828 18,2131.7935
2_20220828 19,1919.6797
2_20220828 20,1669.4235
2_20220828 21,1434.472
2_20220828 22,1070.7393
2_20220828 23,1020.18164
2_20220829 00,1159.974
2_20220829 01,1057.0562
2_20220829 02,1221.9376
2_20220829 03,1113.0693
2_20220829 04,1113.0693
2_20220829 05,1060.8657
2_20220829 06,1169.4491
2_20220829 07,1380.7018
2_20220829 08,1897.5148
2_20220829 09,2115.4739
2_20220829 10,2219.943
2_20220829 11,2292.113
2_20220829 12,2341.0452
2_20220829 13,2400.2505
2_20220829 14,2392.8972
2_20220829 15,2357.1611
2_20220829 16,2359.8423
2_20220829 17,2225.4473
2_20220829 18,2134.245
2_20220829 19,2018.5802
2_20220829 20,1722.3021
2_20220829 21,1493.142
2_20220829 22,1148.9197
2_20220829 23,1042.4392
2_20220830 00,1260.7917
2_20220830 01,1152.321
2_20220830 02,1205.7896
2_20220830 03,1202.335
2_20220830 04,1191.2505
2_20220830 05,1105.6035
2_20220830 06,789.60095
2_20220830 07,1016.54895
2_20220830 08,1606.9742
2_20220830 09,1843.6168
2_20220830 10,1813.288
2_20220830 11,1825.3236
2_20220830 12,1877.672
2_20220830 13,1851.544
2_20220830 14,1862.4419
2_20220830 15,1879.2048
2_20220830 16,1875.2297
2_20220830 17,1993.0574
2_20220830 18,2027.7267
2_20220830 19,1990.248
2_20220830 20,1716.5687
2_20220830 21,1472.4456
2_20220830 22,1258.8489
2_20220830 23,1152.2743
2_20220831 00,1160.9684
2_20220831 01,1123.4885
2_20220831 02,1139.0977
2_20220831 03,1116.7355
2_20220831 04,1116.7355
2_20220831 05,1064.1614
2_20220831 06,795.9247
2_20220831 07,1021.13873
2_20220831 08,1574.4442
2_20220831 09,1816.0471
2_20220831 10,1808.5277
2_20220831 11,1843.623
2_20220831 12,1874.8252
2_20220831 13,1893.418
2_20220831 14,1906.6215
2_20220831 15,1868.7075
2_20220831 16,1826.5587
2_20220831 17,1974.6836
2_20220831 18,2072.5955
2_20220831 19,1965.9761
2_20220831 20,1636.5409
2_20220831 21,1353.0101
2_20220831 22,1186.298
2_20220831 23,1102.139
3_20220825 00,1149.1567
3_20220825 01,1114.7465
3_20220825 02,1160.9183
3_20220825 03,1169.7036
3_20220825 04,1174.255
3_20220825 05,1032.3418
3_20220825 06,1170.0183
3_20220825 07,1153.8518
3_20220825 08,1560.7607
3_20220825 09,1743.9482
3_20220825 10,2080.4055
3_20220825 11,2097.772
3_20220825 12,2251.6362
3_20220825 13,2390.4868
3_20220825 14,2429.4414
3_20220825 15,2276.8777
3_20220825 16,2376.0989
3_20220825 17,2280.1042
3_20220825 18,2411.191
3_20220825 19,2362.3774
3_20220825 20,2120.1208
3_20220825 21,1910.282
3_20220825 22,1490.7861
3_20220825 23,1465.0177
3_20220826 00,1184.9961
3_20220826 01,1110.916
3_20220826 02,1157.6284
3_20220826 03,1131.849
3_20220826 04,1131.849
3_20220826 05,975.6906
3_20220826 06,1079.43
3_20220826 07,1085.7872
3_20220826 08,1475.0029
3_20220826 09,1631.1268
3_20220826 10,2199.9988
3_20220826 11,2098.8372
3_20220826 12,2116.5808
3_20220826 13,2280.2947
3_20220826 14,2315.6445
3_20220826 15,2338.0562
3_20220826 16,2306.9304
3_20220826 17,2114.0933
3_20220826 18,2419.4685
3_20220826 19,2410.4153
3_20220826 20,2109.088
3_20220826 21,1893.2087
3_20220826 22,1562.5396
3_20220826 23,1442.9384
3_20220827 00,1141.7155
3_20220827 01,1116.242
3_20220827 02,924.0182
3_20220827 03,995.6165
3_20220827 04,1050.7124
3_20220827 05,888.4369
3_20220827 06,952.7027
3_20220827 07,1032.093
3_20220827 08,1331.5441
3_20220827 09,1496.2455
3_20220827 10,1940.1816
3_20220827 11,1869.3561
3_20220827 12,1893.444
3_20220827 13,2100.1814
3_20220827 14,2113.1404
3_20220827 15,2116.9348
3_20220827 16,2077.26
3_20220827 17,1987.2662
3_20220827 18,2099.8896
3_20220827 19,2138.2249
3_20220827 20,1862.9662
3_20220827 21,1684.0924
3_20220827 22,1305.521
3_20220827 23,1227.2544
3_20220828 00,1019.76373
3_20220828 01,987.3708
3_20220828 02,1022.59827
3_20220828 03,1011.71655
3_20220828 04,1007.5404
3_20220828 05,892.77954
3_20220828 06,907.53046
3_20220828 07,885.14026
3_20220828 08,1327.1476
3_20220828 09,1591.1044
3_20220828 10,2031.195
3_20220828 11,1833.4828
3_20220828 12,1898.3185
3_20220828 13,2038.1608
3_20220828 14,2025.0007
3_20220828 15,2060.04
3_20220828 16,2067.8801
3_20220828 17,1974.4117
3_20220828 18,2098.504
3_20220828 19,2047.121
3_20220828 20,1881.9675
3_20220828 21,1633.843
3_20220828 22,1270.1102
3_20220828 23,1225.4967
3_20220829 00,1071.9408
3_20220829 01,1041.7604
3_20220829 02,1092.4476
3_20220829 03,1033.5933
3_20220829 04,1033.5933
3_20220829 05,887.06494
3_20220829 06,950.77
3_20220829 07,1029.6215
3_20220829 08,1335.1613
3_20220829 09,1553.121
3_20220829 10,2021.016
3_20220829 11,2040.8535
3_20220829 12,2120.8591
3_20220829 13,2135.5781
3_20220829 14,2313.1443
3_20220829 15,2242.266
3_20220829 16,2259.6938
3_20220829 17,2125.2988
3_20220829 18,2254.0557
3_20220829 19,2183.8545
3_20220829 20,1917.766
3_20220829 21,1673.8593
3_20220829 22,1344.3834
3_20220829 23,1243.8469
3_20220830 00,968.75275
3_20220830 01,933.01874
3_20220830 02,943.90765
3_20220830 03,861.6688
3_20220830 04,804.0114
3_20220830 05,679.9364
3_20220830 06,371.25586
3_20220830 07,477.27362
3_20220830 08,878.5816
3_20220830 09,1084.1494
3_20220830 10,1448.3207
3_20220830 11,1403.8279
3_20220830 12,1509.2252
3_20220830 13,1500.2352
3_20220830 14,1513.8157
3_20220830 15,1583.6277
3_20220830 16,1610.7267
3_20220830 17,1508.3767
3_20220830 18,1940.5209
3_20220830 19,1782.5769
3_20220830 20,1525.7748
3_20220830 21,1415.8046
3_20220830 22,1252.5902
3_20220830 23,1140.3723
3_20220831 00,750.37915
3_20220831 01,729.02454
3_20220831 02,737.0654
3_20220831 03,714.7031
3_20220831 04,714.7031
3_20220831 05,567.8042
3_20220831 06,304.70407
3_20220831 07,257.38312
3_20220831 08,540.79205
3_20220831 09,782.3951
3_20220831 10,1157.3942
3_20220831 11,1413.9264
3_20220831 12,1445.1285
3_20220831 13,1421.13
3_20220831 14,1465.4076
3_20220831 15,1561.4849
3_20220831 16,1342.684
3_20220831 17,1671.4424
3_20220831 18,1986.9174
3_20220831 19,1921.0165
3_20220831 20,1578.7698
3_20220831 21,1298.3978
3_20220831 22,1113.7262
3_20220831 23,1035.5117
4_20220825 00,819.31586
4_20220825 01,871.0718
4_20220825 02,868.2286
4_20220825 03,890.4714
4_20220825 04,895.02277
4_20220825 05,888.08264
4_20220825 06,838.6864
4_20220825 07,1023.3471
4_20220825 08,1252.8241
4_20220825 09,1432.3387
4_20220825 10,1391.01
4_20220825 11,1362.7632
4_20220825 12,1471.6201
4_20220825 13,1441.5206
4_20220825 14,1466.1117
4_20220825 15,1291.3302
4_20220825 16,1319.0597
4_20220825 17,1308.4038
4_20220825 18,1146.5853
4_20220825 19,1143.964
4_20220825 20,1151.4545
4_20220825 21,941.92084
4_20220825 22,732.1539
4_20220825 23,739.89606
4_20220826 00,863.0646
4_20220826 01,812.6016
4_20220826 02,843.2804
4_20220826 03,852.22546
4_20220826 04,852.22546
4_20220826 05,832.05206
4_20220826 06,834.81384
4_20220826 07,968.2221
4_20220826 08,1240.7139
4_20220826 09,1427.7762
4_20220826 10,1363.2335
4_20220826 11,1376.4169
4_20220826 12,1440.1119
4_20220826 13,1459.1195
4_20220826 14,1448.2117
4_20220826 15,1457.9641
4_20220826 16,1438.5707
4_20220826 17,1289.9946
4_20220826 18,1152.4409
4_20220826 19,1158.0962
4_20220826 20,1172.9281
4_20220826 21,962.43085
4_20220826 22,844.44
4_20220826 23,794.3848
4_20220827 00,845.9855
4_20220827 01,842.9592
4_20220827 02,750.4273
4_20220827 03,870.3694
4_20220827 04,817.1507
4_20220827 05,794.3901
4_20220827 06,808.9352
4_20220827 07,1048.8195
4_20220827 08,1207.4983
4_20220827 09,1353.5734
4_20220827 10,1316.0934
4_20220827 11,1266.8093
4_20220827 12,1288.1547
4_20220827 13,1281.521
4_20220827 14,1289.4025
4_20220827 15,1294.6344
4_20220827 16,1234.3643
4_20220827 17,1200.6947
4_20220827 18,991.65155
4_20220827 19,1044.6708
4_20220827 20,994.79
4_20220827 21,874.7989
4_20220827 22,713.8669
4_20220827 23,665.4373
4_20220828 00,706.5997
4_20220828 01,701.3389
4_20220828 02,818.26917
4_20220828 03,763.3759
4_20220828 04,741.1294
4_20220828 05,716.8888
4_20220828 06,746.0027
4_20220828 07,857.43744
4_20220828 08,1099.663
4_20220828 09,1322.4999
4_20220828 10,1237.1293
4_20220828 11,1258.6411
4_20220828 12,1213.1371
4_20220828 13,1316.2517
4_20220828 14,1308.2567
4_20220828 15,1295.7651
4_20220828 16,1268.9075
4_20220828 17,1160.8551
4_20220828 18,946.956
4_20220828 19,901.59937
4_20220828 20,954.2071
4_20220828 21,821.4284
4_20220828 22,738.68866
4_20220828 23,719.46014
4_20220829 00,778.0037
4_20220829 01,773.9436
4_20220829 02,766.46564
4_20220829 03,779.3025
4_20220829 04,779.3025
4_20220829 05,767.747
4_20220829 06,770.1451
4_20220829 07,963.04596
4_20220829 08,1157.0087
4_20220829 09,1374.969
4_20220829 10,1319.6096
4_20220829 11,1333.319
4_20220829 12,1333.9108
4_20220829 13,1352.5414
4_20220829 14,1364.0936
4_20220829 15,1313.5825
4_20220829 16,1291.5236
4_20220829 17,1227.1793
4_20220829 18,1028.4545
4_20220829 19,1026.1268
4_20220829 20,986.6436
4_20220829 21,811.95074
4_20220829 22,722.89667
4_20220829 23,665.6585
4_20220830 00,735.5731
4_20220830 01,730.9212
4_20220830 02,714.84094
4_20220830 03,783.10474
4_20220830 04,726.8786
4_20220830 05,709.6299
4_20220830 06,618.6373
4_20220830 07,817.1353
4_20220830 08,1087.4095
4_20220830 09,1303.1715
4_20220830 10,1250.0106
4_20220830 11,1244.1135
4_20220830 12,1243.0751
4_20220830 13,1221.9646
4_20220830 14,1237.8527
4_20220830 15,1244.6079
4_20220830 16,1170.3568
4_20220830 17,1096.1732
4_20220830 18,1002.72174
4_20220830 19,940.5018
4_20220830 20,939.40753
4_20220830 21,749.44244
4_20220830 22,660.8587
4_20220830 23,581.62054
4_20220831 00,786.42926
4_20220831 01,762.94934
4_20220831 02,783.2031
4_20220831 03,790.39984
4_20220831 04,790.39984
4_20220831 05,778.474
4_20220831 06,740.6053
4_20220831 07,823.436
4_20220831 08,937.06635
4_20220831 09,1124.1619
4_20220831 10,1157.4316
4_20220831 11,1168.8098
4_20220831 12,1161.5941
4_20220831 13,1190.342
4_20220831 14,1198.5844
4_20220831 15,1155.4764
4_20220831 16,1144.9419
4_20220831 17,1093.1377
4_20220831 18,937.5101
4_20220831 19,911.8143
4_20220831 20,1012.00494
4_20220831 21,786.1541
4_20220831 22,624.41925
4_20220831 23,589.5025
5_20220825 00,1725.3981
5_20220825 01,1625.9718
5_20220825 02,1598.7311
5_20220825 03,1581.0043
5_20220825 04,1581.0043
5_20220825 05,1734.2073
5_20220825 06,2055.8513
5_20220825 07,2128.319
5_20220825 08,2567.4773
5_20220825 09,3639.718
5_20220825 10,3793.9287
5_20220825 11,3277.8901
5_20220825 12,4322.3433
5_20220825 13,4312.015
5_20220825 14,4292.3657
5_20220825 15,3432.1267
5_20220825 16,3837.549
5_20220825 17,3796.1768
5_20220825 18,3629.8093
5_20220825 19,2319.2517
5_20220825 20,2013.7985
5_20220825 21,1673.657
5_20220825 22,1501.3065
5_20220825 23,1354.6356
5_20220826 00,1782.8171
5_20220826 01,1702.8951
5_20220826 02,1654.627
5_20220826 03,1676.3053
5_20220826 04,1702.923
5_20220826 05,1772.059
5_20220826 06,2034.6127
5_20220826 07,2180.8472
5_20220826 08,2543.3464
5_20220826 09,3607.0144
5_20220826 10,2969.2805
5_20220826 11,3489.5334
5_20220826 12,3170.5532
5_20220826 13,2674.2703
5_20220826 14,2057.7249
5_20220826 15,1943.9772
5_20220826 16,2743.4114
5_20220826 17,2896.6575
5_20220826 18,2349.598
5_20220826 19,2290.5398
5_20220826 20,2223.7583
5_20220826 21,1735.3751
5_20220826 22,1560.586
5_20220826 23,1411.7126
5_20220827 00,1772.6257
5_20220827 01,1700.9948
5_20220827 02,1750.7937
5_20220827 03,1632.1368
5_20220827 04,1666.0021
5_20220827 05,1717.1539
5_20220827 06,1942.4781
5_20220827 07,2084.9932
5_20220827 08,2475.709
5_20220827 09,2594.128
5_20220827 10,3164.9392
5_20220827 11,2319.3145
5_20220827 12,2342.8604
5_20220827 13,2546.097
5_20220827 14,2673.5742
5_20220827 15,2677.3687
5_20220827 16,2655.1372
5_20220827 17,2436.4246
5_20220827 18,1836.8359
5_20220827 19,1842.0216
5_20220827 20,1559.6245
5_20220827 21,1552.7721
5_20220827 22,1229.0531
5_20220827 23,1167.9143
5_20220828 00,1517.0916
5_20220828 01,1444.4746
5_20220828 02,1495.0358
5_20220828 03,1526.561
5_20220828 04,1522.3849
5_20220828 05,1735.0951
5_20220828 06,1879.7157
5_20220828 07,1997.7323
5_20220828 08,2450.1584
5_20220828 09,2688.9863
5_20220828 10,2767.659
5_20220828 11,2684.8496
5_20220828 12,2410.7686
5_20220828 13,2824.7495
5_20220828 14,2838.0107
5_20220828 15,2863.6973
5_20220828 16,2639.4116
5_20220828 17,2689.1978
5_20220828 18,1788.3055
5_20220828 19,1677.6973
5_20220828 20,1715.8889
5_20220828 21,1602.4042
5_20220828 22,1166.693
5_20220828 23,1139.2073
5_20220829 00,1476.787
5_20220829 01,1424.0021
5_20220829 02,1420.9503
5_20220829 03,1369.564
5_20220829 04,1369.564
5_20220829 05,1594.1921
5_20220829 06,1888.7268
5_20220829 07,2055.4604
5_20220829 08,2478.518
5_20220829 09,2982.2305
5_20220829 10,3179.3696
5_20220829 11,3483.2158
5_20220829 12,3425.0269
5_20220829 13,3557.3745
5_20220829 14,3652.7583
5_20220829 15,3697.962
5_20220829 16,3312.6238
5_20220829 17,2927.8413
5_20220829 18,2590.5452
5_20220829 19,2630.063
5_20220829 20,2328.2085
5_20220829 21,2011.4952
5_20220829 22,1684.6475
5_20220829 23,1601.2385
5_20220830 00,1465.3593
5_20220830 01,1407.0214
5_20220830 02,1394.2173
5_20220830 03,1670.171
5_20220830 04,1619.1105
5_20220830 05,1707.2843
5_20220830 06,1735.0474
5_20220830 07,1707.2113
5_20220830 08,2099.1912
5_20220830 09,2351.1582
5_20220830 10,2237.857
5_20220830 11,2623.7834
5_20220830 12,2592.1326
5_20220830 13,2592.3145
5_20220830 14,2623.2048
5_20220830 15,2576.0046
5_20220830 16,2586.68
5_20220830 17,2506.1948
5_20220830 18,2734.44
5_20220830 19,2215.569
5_20220830 20,2056.2283
5_20220830 21,1754.1721
5_20220830 22,1436.5763
5_20220830 23,1361.2914
5_20220831 00,1877.2042
5_20220831 01,1853.2214
5_20220831 02,1776.151
5_20220831 03,1745.4991
5_20220831 04,1769.9811
5_20220831 05,1891.2281
5_20220831 06,1762.9943
5_20220831 07,1859.7139
5_20220831 08,3354.8145
5_20220831 09,3611.743
5_20220831 10,3879.2195
5_20220831 11,3954.408
5_20220831 12,4162.9214
5_20220831 13,4397.4136
5_20220831 14,4410.6177
5_20220831 15,4203.649
5_20220831 16,4415.822
5_20220831 17,4247.6797
5_20220831 18,3123.4783
5_20220831 19,2474.8271
5_20220831 20,2373.1733
5_20220831 21,1955.4729
5_20220831 22,1961.1626
5_20220831 23,2050.2634
6_20220825 00,1156.9237
6_20220825 01,1131.124
6_20220825 02,1118.9205
6_20220825 03,1151.0391
6_20220825 04,1151.0391
6_20220825 05,1147.8153
6_20220825 06,1249.8794
6_20220825 07,1553.0186
6_20220825 08,1925.5297
6_20220825 09,2373.3826
6_20220825 10,2621.3281
6_20220825 11,2644.2747
6_20220825 12,2735.7075
6_20220825 13,2730.0056
6_20220825 14,2765.6548
6_20220825 15,2724.0225
6_20220825 16,2635.5164
6_20220825 17,2530.4963
6_20220825 18,2476.34
6_20220825 19,2419.1309
6_20220825 20,2101.2593
6_20220825 21,1835.3557
6_20220825 22,1526.7527
6_20220825 23,1486.2933
6_20220826 00,1183.6757
6_20220826 01,1167.2748
6_20220826 02,1098.2317
6_20220826 03,1089.1389
6_20220826 04,1089.1389
6_20220826 05,1123.4791
6_20220826 06,1266.1206
6_20220826 07,1504.0468
6_20220826 08,1891.7272
6_20220826 09,2557.197
6_20220826 10,2604.1096
6_20220826 11,2651.0347
6_20220826 12,2903.9856
6_20220826 13,2929.2236
6_20220826 14,2935.277
6_20220826 15,2935.277
6_20220826 16,2921.141
6_20220826 17,2673.9585
6_20220826 18,2556.1348
6_20220826 19,2390.3398
6_20220826 20,2078.4673
6_20220826 21,1828.2344
6_20220826 22,1584.7046
6_20220826 23,1518.9253
6_20220827 00,1221.3065
6_20220827 01,1185.0449
6_20220827 02,1097.1458
6_20220827 03,1147.9241
6_20220827 04,1137.5682
6_20220827 05,1087.5049
6_20220827 06,1192.3668
6_20220827 07,1523.2986
6_20220827 08,1839.4362
6_20220827 09,2342.1492
6_20220827 10,2599.3684
6_20220827 11,2570.6826
6_20220827 12,2662.1494
6_20220827 13,2646.682
6_20220827 14,2649.785
6_20220827 15,2659.3865
6_20220827 16,2646.3428
6_20220827 17,2511.5596
6_20220827 18,2365.0522
6_20220827 19,2204.3967
6_20220827 20,1918.3357
6_20220827 21,1589.8541
6_20220827 22,1396.9518
6_20220827 23,1338.6857
6_20220828 00,1089.1069
6_20220828 01,1114.4579
6_20220828 02,1042.006
6_20220828 03,1065.0377
6_20220828 04,1039.0173
6_20220828 05,1070.8909
6_20220828 06,1178.3202
6_20220828 07,1408.6216
6_20220828 08,1789.6313
6_20220828 09,2346.625
6_20220828 10,2605.356
6_20220828 11,2661.6143
6_20220828 12,2728.9067
6_20220828 13,2906.4722
6_20220828 14,2906.4722
6_20220828 15,2862.6775
6_20220828 16,2947.8362
6_20220828 17,2716.406
6_20220828 18,2589.9192
6_20220828 19,2243.0452
6_20220828 20,2030.1409
6_20220828 21,1749.2324
6_20220828 22,1440.3522
6_20220828 23,1377.6229
6_20220829 00,1173.268
6_20220829 01,1137.5459
6_20220829 02,1067.9634
6_20220829 03,1067.7433
6_20220829 04,1041.0745
6_20220829 05,1033.2891
6_20220829 06,1166.6587
6_20220829 07,1524.3446
6_20220829 08,1855.9249
6_20220829 09,2316.853
6_20220829 10,2571.2139
6_20220829 11,2643.8955
6_20220829 12,2690.2603
6_20220829 13,2759.16
6_20220829 14,2754.4949
6_20220829 15,2764.713
6_20220829 16,2669.6636
6_20220829 17,2499.607
6_20220829 18,2310.7659
6_20220829 19,2283.9878
6_20220829 20,1991.5482
6_20220829 21,1758.2097
6_20220829 22,1464.8729
6_20220829 23,1387.0172
6_20220830 00,1189.1473
6_20220830 01,1187.3524
6_20220830 02,1116.1141
6_20220830 03,1048.3511
6_20220830 04,1048.3511
6_20220830 05,1104.8616
6_20220830 06,1125.2604
6_20220830 07,1441.0967
6_20220830 08,1896.4492
6_20220830 09,2366.3591
6_20220830 10,2431.6365
6_20220830 11,2451.621
6_20220830 12,2421.9949
6_20220830 13,2473.462
6_20220830 14,2462.0332
6_20220830 15,2349.921
6_20220830 16,2358.7788
6_20220830 17,2211.1594
6_20220830 18,2249.2004
6_20220830 19,2135.8665
6_20220830 20,1893.4264
6_20220830 21,1615.4884
6_20220830 22,1529.5598
6_20220830 23,1470.862
6_20220831 00,1162.1025
6_20220831 01,1125.841
6_20220831 02,1056.7979
6_20220831 03,1073.7255
6_20220831 04,1073.7255
6_20220831 05,1105.599
6_20220831 06,1102.4883
6_20220831 07,1299.9855
6_20220831 08,1760.3252
6_20220831 09,2247.568
6_20220831 10,2379.7761
6_20220831 11,2343.764
6_20220831 12,2431.9297
6_20220831 13,2417.6838
6_20220831 14,2451.0847
6_20220831 15,2449.6206
6_20220831 16,2423.818
6_20220831 17,2255.2546
6_20220831 18,2342.4497
6_20220831 19,2239.5464
6_20220831 20,1995.2986
6_20220831 21,1713.6168
6_20220831 22,1565.6814
6_20220831 23,1504.5944
7_20220825 00,503.42102
7_20220825 01,436.5349
7_20220825 02,430.7442
7_20220825 03,461.7593
7_20220825 04,461.7593
7_20220825 05,422.97943
7_20220825 06,494.93118
7_20220825 07,661.53705
7_20220825 08,800.4393
7_20220825 09,1002.6529
7_20220825 10,1090.1569
