num_date_time,answer
2_20220827 09,1859.7407
2_20220827 10,2025.9557
2_20220827 11,2036.6073
2_20220827 12,2148.845
2_20220827 13,2205.2773
2_20220827 14,2339.2688
2_20220827 15,2382.623
2_20220827 16,2348.283
2_20220827 17,2220.9976
2_20220827 18,2100.2302
2_20220827 19,1869.7297
2_20220827 20,1521.2876
2_20220827 21,1296.6841
2_20220827 22,915.16766
2_20220827 23,857.0046
2_20220828 00,1106.7554
2_20220828 01,1084.7227
2_20220828 02,1040.2417
2_20220828 03,1043.355
2_20220828 04,1014.07874
2_20220828 05,1023.01965
2_20220828 06,1193.506
2_20220828 07,1441.5256
2_20220828 08,1734.3973
2_20220828 09,2064.4993
2_20220828 10,2243.4539
2_20220828 11,2232.6646
2_20220828 12,2314.4038
2_20220828 13,2389.1248
2_20220828 14,2282.913
2_20220828 15,2303.0735
2_20220828 16,2334.8838
2_20220828 17,2224.3472
2_20220828 18,2063.0166
2_20220828 19,2046.4503
2_20220828 20,1743.286
2_20220828 21,1523.4386
2_20220828 22,1172.7379
2_20220828 23,1114.5747
2_20220829 00,1196.7593
2_20220829 01,1187.1981
2_20220829 02,1142.717
2_20220829 03,1066.8833
2_20220829 04,1080.2018
2_20220829 05,1085.3384
2_20220829 06,1227.9144
2_20220829 07,1470.9271
2_20220829 08,1749.6927
2_20220829 09,2036.3157
2_20220829 10,2154.9312
2_20220829 11,2172.3142
2_20220829 12,2216.136
2_20220829 13,2309.641
2_20220829 14,2299.3577
2_20220829 15,2303.1528
2_20220829 16,2294.2983
2_20220829 17,2151.345
2_20220829 18,2042.878
2_20220829 19,1977.778
2_20220829 20,1649.834
2_20220829 21,1411.912
2_20220829 22,1091.7424
2_20220829 23,1033.5792
2_20220830 00,1180.3363
2_20220830 01,1165.6405
2_20220830 02,1121.1594
2_20220830 03,1110.5768
2_20220830 04,1110.5768
2_20220830 05,1086.7875
2_20220830 06,1193.6515
2_20220830 07,1097.5358
2_20220830 08,1217.6635
2_20220830 09,1504.2866
2_20220830 10,1622.902
2_20220830 11,1643.5155
2_20220830 12,1687.3372
2_20220830 13,1726.6558
2_20220830 14,1716.3724
2_20220830 15,1720.4788
2_20220830 16,1715.4191
2_20220830 17,1631.7546
2_20220830 18,1774.6882
2_20220830 19,1715.2045
2_20220830 20,1578.1348
2_20220830 21,1340.2128
2_20220830 22,1020.04333
2_20220830 23,961.8801
2_20220831 00,1180.3363
2_20220831 01,1165.6405
2_20220831 02,1121.1594
2_20220831 03,1117.9137
2_20220831 04,1117.9137
2_20220831 05,1094.1244
2_20220831 06,1200.9884
2_20220831 07,1104.8727
2_20220831 08,1225.0004
2_20220831 09,1511.6235
2_20220831 10,1677.8385
2_20220831 11,1761.5305
2_20220831 12,1805.3522
2_20220831 13,1861.7845
2_20220831 14,1851.5012
2_20220831 15,1851.5012
2_20220831 16,1842.7562
2_20220831 17,1756.5063
2_20220831 18,1906.6011
2_20220831 19,1819.309
2_20220831 20,1688.9037
2_20220831 21,1371.1667
2_20220831 22,1020.46594
2_20220831 23,931.48706
3_20220825 00,933.54987
3_20220825 01,945.5335
3_20220825 02,929.607
3_20220825 03,850.7603
3_20220825 04,833.96173
3_20220825 05,830.6018
3_20220825 06,930.7473
3_20220825 07,1031.7538
3_20220825 08,1330.7927
3_20220825 09,1604.5253
3_20220825 10,1698.5887
3_20220825 11,1746.1759
3_20220825 12,1775.0988
3_20220825 13,1848.274
3_20220825 14,1919.5974
3_20220825 15,1829.443
3_20220825 16,1965.4136
3_20220825 17,2018.6304
3_20220825 18,2269.7476
3_20220825 19,2191.927
3_20220825 20,1867.9388
3_20220825 21,1630.9297
3_20220825 22,1265.0721
3_20220825 23,1117.943
3_20220826 00,903.09607
3_20220826 01,894.98206
3_20220826 02,879.0554
3_20220826 03,859.90674
3_20220826 04,839.532
3_20220826 05,823.5046
3_20220826 06,923.64996
3_20220826 07,1050.484
3_20220826 08,1277.9122
3_20220826 09,1610.2692
3_20220826 10,1719.2313
3_20220826 11,1815.0309
3_20220826 12,1835.3962
3_20220826 13,1779.8606
3_20220826 14,1919.549
3_20220826 15,1960.1039
3_20220826 16,1984.3955
3_20220826 17,1973.4089
3_20220826 18,2360.039
3_20220826 19,2338.3027
3_20220826 20,1958.9192
3_20220826 21,1714.9414
3_20220826 22,1349.0839
3_20220826 23,1201.9547
3_20220827 00,934.435
3_20220827 01,946.41864
3_20220827 02,848.1466
3_20220827 03,828.9979
3_20220827 04,830.57715
3_20220827 05,819.4286
3_20220827 06,983.19604
3_20220827 07,1060.6165
3_20220827 08,1161.3431
3_20220827 09,1444.916
3_20220827 10,1553.466
3_20220827 11,1573.8596
3_20220827 12,1686.0977
3_20220827 13,1759.2722
3_20220827 14,1986.4567
3_20220827 15,2029.8115
3_20220827 16,2030.1567
3_20220827 17,2039.7527
3_20220827 18,2305.768
3_20220827 19,2115.6904
3_20220827 20,1723.3953
3_20220827 21,1489.9624
3_20220827 22,1103.378
3_20220827 23,924.6345
3_20220828 00,874.0952
3_20220828 01,881.8732
3_20220828 02,865.9466
3_20220828 03,839.6886
3_20220828 04,790.0376
3_20220828 05,790.03015
3_20220828 06,953.7979
3_20220828 07,1043.3342
3_20220828 08,1286.2434
3_20220828 09,1584.3029
3_20220828 10,1747.3779
3_20220828 11,1752.7991
3_20220828 12,1866.7323
3_20220828 13,1868.0651
3_20220828 14,1861.1295
3_20220828 15,1927.4282
3_20220828 16,2013.7992
3_20220828 17,2040.1438
3_20220828 18,2180.4404
3_20220828 19,2307.4868
3_20220828 20,1928.2765
3_20220828 21,1693.1307
3_20220828 22,1327.2732
3_20220828 23,1180.144
3_20220829 00,1058.4755
3_20220829 01,1078.7249
3_20220829 02,1062.7982
3_20220829 03,971.0612
3_20220829 04,954.2625
3_20220829 05,963.1183
3_20220829 06,1087.9955
3_20220829 07,1172.5247
3_20220829 08,1409.8136
3_20220829 09,1696.4374
3_20220829 10,1789.4312
3_20220829 11,1784.8601
3_20220829 12,1828.6819
3_20220829 13,1928.8403
3_20220829 14,1995.5392
3_20220829 15,2009.0768
3_20220829 16,2045.0408
3_20220829 17,2038.9688
3_20220829 18,2297.409
3_20220829 19,2288.9436
3_20220829 20,1927.2349
3_20220829 21,1690.2258
3_20220829 22,1354.8994
3_20220829 23,1176.1558
3_20220830 00,689.2061
3_20220830 01,704.321
3_20220830 02,710.3483
3_20220830 03,683.8628
3_20220830 04,663.48804
3_20220830 05,630.7504
3_20220830 06,730.89557
3_20220830 07,476.29645
3_20220830 08,532.994
3_20220830 09,819.61725
3_20220830 10,912.61145
3_20220830 11,933.2249
3_20220830 12,977.0466
3_20220830 13,1033.1079
3_20220830 14,1099.8066
3_20220830 15,1103.913
3_20220830 16,1153.4143
3_20220830 17,1206.6306
3_20220830 18,1716.4712
3_20220830 19,1713.6216
3_20220830 20,1532.699
3_20220830 21,1295.69
3_20220830 22,960.3631
3_20220830 23,781.61957
3_20220831 00,548.4593
3_20220831 01,563.57416
3_20220831 02,547.64764
3_20220831 03,528.4989
3_20220831 04,508.12415
3_20220831 05,475.38666
3_20220831 06,575.5315
3_20220831 07,320.93234
3_20220831 08,377.6299
3_20220831 09,642.29926
3_20220831 10,772.80347
3_20220831 11,866.2378
3_20220831 12,910.05945
3_20220831 13,983.2345
3_20220831 14,1049.9331
3_20220831 15,1049.9331
3_20220831 16,1095.7491
3_20220831 17,1217.079
3_20220831 18,1734.0802
3_20220831 19,1626.6659
3_20220831 20,1452.408
3_20220831 21,1125.8414
3_20220831 22,759.9842
3_20220831 23,560.51337
4_20220825 00,679.5024
4_20220825 01,676.53577
4_20220825 02,666.4276
4_20220825 03,611.67365
4_20220825 04,682.32794
4_20220825 05,666.30054
4_20220825 06,678.4363
4_20220825 07,802.4016
4_20220825 08,1070.9028
4_20220825 09,1249.5032
4_20220825 10,1304.6099
4_20220825 11,1316.1692
4_20220825 12,1326.9646
4_20220825 13,1350.4344
4_20220825 14,1344.7758
4_20220825 15,1254.6215
4_20220825 16,1336.0308
4_20220825 17,1228.0549
4_20220825 18,1033.8855
4_20220825 19,993.9274
4_20220825 20,971.6473
4_20220825 21,809.86
4_20220825 22,689.8744
4_20220825 23,615.1922
4_20220826 00,699.22516
4_20220826 01,671.22046
4_20220826 02,661.1123
4_20220826 03,662.31433
4_20220826 04,662.31433
4_20220826 05,646.2869
4_20220826 06,658.42267
4_20220826 07,786.2615
4_20220826 08,1016.76263
4_20220826 09,1246.9901
4_20220826 10,1291.3014
4_20220826 11,1378.6342
4_20220826 12,1409.0087
4_20220826 13,1449.7141
4_20220826 14,1524.2477
4_20220826 15,1543.2782
4_20220826 16,1534.5332
4_20220826 17,1328.271
4_20220826 18,1098.0837
4_20220826 19,1080.6637
4_20220826 20,990.5678
4_20220826 21,847.5066
4_20220826 22,727.5211
4_20220826 23,679.43536
4_20220827 00,716.0128
4_20220827 01,713.0462
4_20220827 02,681.49115
4_20220827 03,682.6932
4_20220827 04,682.6932
4_20220827 05,671.5446
4_20220827 06,701.18915
4_20220827 07,801.56793
4_20220827 08,1013.74054
4_20220827 09,1202.1805
4_20220827 10,1282.7251
4_20220827 11,1285.7883
4_20220827 12,1354.2042
4_20220827 13,1377.6741
4_20220827 14,1353.1042
4_20220827 15,1392.7849
4_20220827 16,1352.9858
4_20220827 17,1252.9619
4_20220827 18,1057.489
4_20220827 19,1080.0459
4_20220827 20,977.94727
4_20220827 21,831.24805
4_20220827 22,632.3759
4_20220827 23,565.60394
4_20220828 00,673.73926
4_20220828 01,666.28613
4_20220828 02,656.178
4_20220828 03,650.27075
4_20220828 04,635.6221
4_20220828 05,635.6146
4_20220828 06,665.25916
4_20220828 07,777.754
4_20220828 08,995.7644
4_20220828 09,1209.6421
4_20220828 10,1326.7638
4_20220828 11,1307.7534
4_20220828 12,1366.4626
4_20220828 13,1419.2587
4_20220828 14,1411.6938
4_20220828 15,1512.0762
4_20220828 16,1522.3617
4_20220828 17,1433.6279
4_20220828 18,1116.0786
4_20220828 19,1109.4576
4_20220828 20,999.2575
4_20220828 21,853.43134
4_20220828 22,733.4458
4_20220828 23,685.36017
4_20220829 00,710.61945
4_20220829 01,715.91876
4_20220829 02,705.8106
4_20220829 03,629.9094
4_20220829 04,700.5637
4_20220829 05,696.752
4_20220829 06,698.5081
4_20220829 07,805.99615
4_20220829 08,1011.05975
4_20220829 09,1202.5505
4_20220829 10,1288.6547
4_20220829 11,1300.2191
4_20220829 12,1300.2191
4_20220829 13,1307.6027
4_20220829 14,1297.3193
4_20220829 15,1299.3448
4_20220829 16,1292.2596
4_20220829 17,1171.1093
4_20220829 18,984.2632
4_20220829 19,1013.6599
4_20220829 20,985.21704
4_20220829 21,823.4297
4_20220829 22,632.74585
4_20220829 23,565.9739
4_20220830 00,572.1313
4_20220830 01,572.015
4_20220830 02,561.90686
4_20220830 03,555.77203
4_20220830 04,555.77203
4_20220830 05,523.0344
4_20220830 06,535.1702
4_20220830 07,637.0424
4_20220830 08,842.1059
4_20220830 09,1033.5967
4_20220830 10,1119.7008
4_20220830 11,1134.4958
4_20220830 12,1134.4958
4_20220830 13,1140.8519
4_20220830 14,1130.5686
4_20220830 15,1134.6749
4_20220830 16,1129.6152
4_20220830 17,1021.6395
4_20220830 18,861.5793
4_20220830 19,896.592
4_20220830 20,889.4952
4_20220830 21,727.70795
4_20220830 22,537.0241
4_20220830 23,470.2524
4_20220831 00,572.1313
4_20220831 01,572.015
4_20220831 02,561.90686
4_20220831 03,563.1089
4_20220831 04,563.1089
4_20220831 05,530.3713
4_20220831 06,542.5071
4_20220831 07,644.3793
4_20220831 08,849.44275
4_20220831 09,1040.9336
4_20220831 10,1121.4781
4_20220831 11,1197.5819
4_20220831 12,1197.5819
4_20220831 13,1221.0518
4_20220831 14,1210.7684
4_20220831 15,1210.7684
4_20220831 16,1202.0234
4_20220831 17,1109.1062
4_20220831 18,956.20715
4_20220831 19,939.7099
4_20220831 20,912.6809
4_20220831 21,699.4448
4_20220831 22,579.4592
4_20220831 23,433.80093
5_20220825 00,1962.293
5_20220825 01,2003.432
5_20220825 02,1958.9509
5_20220825 03,1967.8665
5_20220825 04,1924.6089
5_20220825 05,2061.7742
5_20220825 06,2052.4353
5_20220825 07,2260.5383
5_20220825 08,2689.4863
5_20220825 09,3981.3005
5_20220825 10,4412.7007
5_20220825 11,3582.768
5_20220825 12,4372.7905
5_20220825 13,4737.085
5_20220825 14,4618.529
5_20220825 15,4617.887
5_20220825 16,4666.7847
5_20220825 17,4598.8423
5_20220825 18,3354.6433
5_20220825 19,2583.2883
5_20220825 20,2149.7021
5_20220825 21,1955.8234
5_20220825 22,1715.8513
5_20220825 23,1693.0221
5_20220826 00,1801.3341
5_20220826 01,1820.2596
5_20220826 02,1775.7786
5_20220826 03,1796.234
5_20220826 04,1761.1791
5_20220826 05,1853.0476
5_20220826 06,1843.7084
5_20220826 07,2055.6843
5_20220826 08,2494.7705
5_20220826 09,3784.3997
5_20220826 10,3313.7686
5_20220826 11,3270.591
5_20220826 12,3718.7356
5_20220826 13,3158.0847
5_20220826 14,3169.965
5_20220826 15,3081.3474
5_20220826 16,3014.6355
5_20220826 17,3463.7888
5_20220826 18,2327.5881
5_20220826 19,2276.1455
5_20220826 20,1892.4364
5_20220826 21,1808.4569
5_20220826 22,1568.4849
5_20220826 23,1451.1138
5_20220827 00,1577.7297
5_20220827 01,1570.492
5_20220827 02,1523.6549
5_20220827 03,1544.1104
5_20220827 04,1509.0554
5_20220827 05,1605.8027
5_20220827 06,1596.4635
5_20220827 07,1814.7985
5_20220827 08,2071.706
5_20220827 09,2345.6494
5_20220827 10,2307.994
5_20220827 11,2340.1665
5_20220827 12,2549.4463
5_20220827 13,2913.741
5_20220827 14,3280.2185
5_20220827 15,3323.573
5_20220827 16,3227.456
5_20220827 17,3060.077
5_20220827 18,1913.7076
5_20220827 19,1602.589
5_20220827 20,997.4893
5_20220827 21,795.4092
5_20220827 22,524.62134
5_20220827 23,501.79196
5_20220828 00,1527.0123
5_20220828 01,1512.4376
5_20220828 02,1467.9565
5_20220828 03,1494.771
5_20220828 04,1430.4398
5_20220828 05,1538.3282
5_20220828 06,1528.989
5_20220828 07,1745.9719
5_20220828 08,2199.5496
5_20220828 09,2520.0225
5_20220828 10,2444.0398
5_20220828 11,2813.3918
5_20220828 12,3097.5396
5_20220828 13,3359.8027
5_20220828 14,3244.9482
5_20220828 15,3174.2651
5_20220828 16,3231.288
5_20220828 17,3075.1992
5_20220828 18,1677.4558
5_20220828 19,1881.839
5_20220828 20,1368.0894
5_20220828 21,1020.9154
5_20220828 22,780.9434
5_20220828 23,663.5722
5_20220829 00,1578.5924
5_20220829 01,1564.4148
5_20220829 02,1519.9337
5_20220829 03,1540.3892
5_20220829 04,1497.1316
5_20220829 05,1646.5127
5_20220829 06,1609.2632
5_20220829 07,1821.2391
5_20220829 08,2260.7107
5_20220829 09,3098.2083
5_20220829 10,2931.9976
5_20220829 11,3030.336
5_20220829 12,2966.4556
5_20220829 13,3384.937
5_20220829 14,3445.4556
5_20220829 15,3547.1016
5_20220829 16,3493.7117
5_20220829 17,3335.5132
5_20220829 18,1907.8877
5_20220829 19,1893.5471
5_20220829 20,1406.8162
5_20220829 21,1212.9386
5_20220829 22,1003.49805
5_20220829 23,980.6688
5_20220830 00,1655.6461
5_20220830 01,1648.4083
5_20220830 02,1603.9272
5_20220830 03,1617.0458
5_20220830 04,1581.9908
5_20220830 05,1657.1492
5_20220830 06,1647.8099
5_20220830 07,1634.9596
5_20220830 08,3129.6633
5_20220830 09,3967.161
5_20220830 10,3800.9502
5_20220830 11,3821.5635
5_20220830 12,3757.683
5_20220830 13,4121.9775
5_20220830 14,4182.4966
5_20220830 15,4186.603
5_20220830 16,4141.415
5_20220830 17,3983.2175
5_20220830 18,2806.9927
5_20220830 19,2099.8708
5_20220830 20,1804.0139
5_20220830 21,1784.5354
5_20220830 22,1575.0942
5_20220830 23,1552.2649
5_20220831 00,2187.6562
5_20220831 01,2180.4185
5_20220831 02,2135.9373
5_20220831 03,2156.3928
5_20220831 04,2121.3376
5_20220831 05,2374.3308
5_20220831 06,2364.9915
5_20220831 07,2352.141
5_20220831 08,4105.0625
5_20220831 09,4942.561
5_20220831 10,4904.906
5_20220831 11,5214.8623
5_20220831 12,5150.982
5_20220831 13,5515.2764
5_20220831 14,5575.795
5_20220831 15,5575.795
5_20220831 16,5530.6074
5_20220831 17,5501.201
5_20220831 18,4332.138
5_20220831 19,3496.2246
5_20220831 20,3016.0278
5_20220831 21,2611.038
5_20220831 22,2371.066
5_20220831 23,2317.4207
6_20220825 00,1183.655
6_20220825 01,1149.8157
6_20220825 02,1048.7114
6_20220825 03,1109.3555
6_20220825 04,1074.3005
6_20220825 05,1067.2214
6_20220825 06,1162.7108
6_20220825 07,1521.2815
6_20220825 08,1991.0673
6_20220825 09,2307.926
6_20220825 10,2789.2417
6_20220825 11,2793.0251
6_20220825 12,2885.3362
6_20220825 13,2814.517
6_20220825 14,2862.1956
6_20220825 15,2866.82
6_20220825 16,2836.755
6_20220825 17,2733.7563
6_20220825 18,2428.1863
6_20220825 19,2190.9922
6_20220825 20,1919.2087
6_20220825 21,1702.7863
6_20220825 22,1387.2744
6_20220825 23,1329.1112
6_20220826 00,1178.0759
6_20220826 01,1142.7433
6_20220826 02,1098.2626
6_20220826 03,1095.0168
6_20220826 04,1052.6252
6_20220826 05,1045.5461
6_20220826 06,1163.2487
6_20220826 07,1510.816
6_20220826 08,1919.4282
6_20220826 09,2253.414
6_20220826 10,2806.313
6_20220826 11,2894.2388
6_20220826 12,3054.0369
6_20220826 13,3107.8525
6_20220826 14,3100.7024
6_20220826 15,3100.7024
6_20220826 16,3094.2922
6_20220826 17,2924.2764
6_20220826 18,2490.703
6_20220826 19,2182.1633
6_20220826 20,1977.5228
6_20220826 21,1761.1002
6_20220826 22,1470.7078
6_20220826 23,1423.8336
6_20220827 00,1239.5696
6_20220827 01,1136.2162
6_20220827 02,1147.3684
6_20220827 03,1144.1227
6_20220827 04,1109.0677
6_20220827 05,1086.2942
6_20220827 06,1214.169
6_20220827 07,1534.0486
6_20220827 08,1815.0114
6_20220827 09,2168.0122
6_20220827 10,2636.0093
6_20220827 11,2720.6968
6_20220827 12,2764.5186
6_20220827 13,2740.0837
6_20220827 14,2948.0168
6_20220827 15,2948.0168
6_20220827 16,2891.5222
6_20220827 17,2751.9802
6_20220827 18,2435.7717
6_20220827 19,2124.8855
6_20220827 20,1792.275
6_20220827 21,1514.5055
6_20220827 22,1254.6442
6_20220827 23,1196.481
6_20220828 00,1143.5736
6_20220828 01,1099.9512
6_20220828 02,1059.2743
6_20220828 03,1056.0286
6_20220828 04,1023.7943
6_20220828 05,1028.9307
6_20220828 06,1164.1421
6_20220828 07,1486.2085
6_20220828 08,1942.8549
6_20220828 09,2295.8557
6_20220828 10,2815.8518
6_20220828 11,2836.5513
6_20220828 12,2917.4392
6_20220828 13,3041.2754
6_20220828 14,3041.2754
6_20220828 15,3050.1653
6_20220828 16,3024.7246
6_20220828 17,2890.8118
6_20220828 18,2572.3845
6_20220828 19,2235.2458
6_20220828 20,1980.9456
6_20220828 21,1769.1477
6_20220828 22,1413.3036
6_20220828 23,1355.1404
6_20220829 00,1134.2772
6_20220829 01,1152.4366
6_20220829 02,1064.6506
6_20220829 03,1061.4049
6_20220829 04,1013.0316
6_20220829 05,1045.8914
6_20220829 06,1181.1029
6_20220829 07,1500.9825
6_20220829 08,1950.8134
6_20220829 09,2267.672
6_20220829 10,2747.9182
6_20220829 11,2765.3013
6_20220829 12,2809.123
6_20220829 13,2852.9229
6_20220829 14,2842.6394
6_20220829 15,2842.6394
6_20220829 16,2820.884
6_20220829 17,2684.862
6_20220829 18,2325.2678
6_20220829 19,2148.901
6_20220829 20,1877.1178
6_20220829 21,1660.6953
6_20220829 22,1400.834
6_20220829 23,1342.6708
6_20220830 00,1258.5005
6_20220830 01,1215.8309
6_20220830 02,1171.3499
6_20220830 03,1168.1041
6_20220830 04,1133.0492
6_20220830 05,1109.2599
6_20220830 06,1226.9629
6_20220830 07,1316.6124
6_20220830 08,1766.4429
6_20220830 09,2083.302
6_20220830 10,2563.548
6_20220830 11,2584.1616
6_20220830 12,2632.0898
6_20220830 13,2621.7031
6_20220830 14,2611.4197
6_20220830 15,2611.4197
6_20220830 16,2589.6643
6_20220830 17,2486.6658
6_20220830 18,2439.8193
6_20220830 19,2269.068
6_20220830 20,2010.443
6_20220830 21,1794.0205
6_20220830 22,1534.1592
6_20220830 23,1475.996
6_20220831 00,1258.5005
6_20220831 01,1223.1678
6_20220831 02,1178.6868
6_20220831 03,1175.441
6_20220831 04,1140.3861
6_20220831 05,1116.5968
6_20220831 06,1234.2998
6_20220831 07,1323.9493
6_20220831 08,1773.7798
6_20220831 09,2090.639
6_20220831 10,2618.4844
6_20220831 11,2629.136
6_20220831 12,2672.9578
6_20220831 13,2745.0266
6_20220831 14,2741.4075
6_20220831 15,2734.7432
6_20220831 16,2709.3025
6_20220831 17,2606.304
6_20220831 18,2566.6182
6_20220831 19,2372.1382
6_20220831 20,2041.3975
6_20220831 21,1824.9745
6_20220831 22,1534.582
6_20220831 23,1445.6029
7_20220825 00,351.78757
7_20220825 01,320.92923
7_20220825 02,228.94763
7_20220825 03,317.0487
7_20220825 04,317.0487
7_20220825 05,333.9038
7_20220825 06,476.2137
7_20220825 07,671.9724
7_20220825 08,669.11346
7_20220825 09,1111.6952
7_20220825 10,1149.5841
7_20220825 11,1102.0752
7_20220825 12,1101.6971
7_20220825 13,1129.4506
